token_address,from_address,to_address,value,transaction_hash,log_index,block_number
0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac,0x78903c52de3923d203881f1b766160cba5a37f59,0xcdb7a5dc319016118e9e420620310860a18fa478,559000000,0x8efb00b8f308ee7edd12c8b336f9e32b8616d76125c949d15f83d16b5ee6d437,51,6525300
0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac,0x78903c52de3923d203881f1b766160cba5a37f59,0x964f2b889751df6f3af5920874586fbda0d38aa6,973000000,0x4ae2d7810f1b8413aadbdd5300f41d9fe84a993badc610ca72d26ffc79d70d54,52,6525300
0xa15c7ebe1f07caf6bff097d8a589fb8ac49ae5b3,0x3da0e5662d60eef30113339a4914af9c8130634a,0xd1e680310db70785e37c44a17f0e2f6bacfd2918,2.93742E+21,0x2bb97c6913493118c89088db95ee47557438c4451d723c6378150364c65bb076,57,6525300
0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,0xf20b9e713a33f61fa38792d2afaf1cd30339126a,2.43408E+20,0xa703172d90c05795529f6bb1e2d587f34a7ab0460a88b9951aacb25302ef2f09,14,6525301
0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,0xf20b9e713a33f61fa38792d2afaf1cd30339126a,0x8c2036ce61648fcddffb06d6d11fe0b479ed63fe,2.43408E+20,0xa703172d90c05795529f6bb1e2d587f34a7ab0460a88b9951aacb25302ef2f09,18,6525301
0xb8c77482e45f1f44de1745f52c74426c631bdd52,0x724791f802119a6dbc2999872f34e8286c083df4,0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,9.61365E+18,0x886659afd4804e087bacf7e6c2e88aecef10d1a41e67f72d25bbedc3a0210087,94,6525301
0xb8c77482e45f1f44de1745f52c74426c631bdd52,0x710c2b6c4e42ce41436ee2e316f63a98dfc0d603,0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,9.43E+18,0x3ccf5bd660566e3ebd3af33dd0267d0a6613fee83c6bc93bdd64a2fd0a82c02f,95,6525301
0xb8c77482e45f1f44de1745f52c74426c631bdd52,0x70644b27be352c45de49051c9ed7857a0f2bec6a,0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,1.7711E+19,0xa41f72635b0899879b365611c6eb2841d3c945b835acf8abdc0ab202a111e632,98,6525301
0xb8c77482e45f1f44de1745f52c74426c631bdd52,0x6f0187c6135e149f79eaefc235aab69154523e7a,0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,4.90707E+19,0xb9cf9138ed6f5fd6920b22a0985ca8487a8281c9ffdf73c57c8dc9652decf9b1,101,6525301
0xb8c77482e45f1f44de1745f52c74426c631bdd52,0x6d20d6e5400678022fc5b689113cd6e16166f984,0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,1.99981E+21,0xffac091d42eb56f973954a088ac343108527cfb9abe0f270cbf4e2df2ad101b8,102,6525301
0xb8c77482e45f1f44de1745f52c74426c631bdd52,0x6bb2f5fb285617e9a25d277cc8534cab7c60ca80,0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,2.09481E+19,0x1dd794e11387cf2561baa0796045411c44e7e45f87850445c476671fd6b1438d,103,6525301
0xe41d2489571d322189246dafa5ebde1f4699f498,0x082d29f20c6dbbc6f543e6b9f5b6d128c04ad884,0xba826fec90cefdf6706858e5fbafcb27a290fbe0,2.9423E+21,0x819568bdf3d8b5da02084dd983faa84d5eab3fe410bf27c37eacf012f62f703d,21,6525302
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1c7abf4fe3891f01048dc3a6cce2fa272aafb8c0,0x01bae1e87db376a000d0f2d86008c7bb24cabc43,1.97533E+18,0x88f3c3e54a9aaa49d501ef15cba42a3951f5a7e7504fc9fe623513ce7ff67f3a,33,6525302
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x6924a03bb710eaf199ab6ac9f2bb148215ae9b5d,0x1c7abf4fe3891f01048dc3a6cce2fa272aafb8c0,2E+18,0x88f3c3e54a9aaa49d501ef15cba42a3951f5a7e7504fc9fe623513ce7ff67f3a,40,6525302
0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac,0x78903c52de3923d203881f1b766160cba5a37f59,0x938e0b832c3c5c42d2f7f49f4640b8fb38a82847,199000000,0x710afaae574dfa09abd5a07f16c34356b6afb75d13fa7fdfb5b05e77f616d862,4,6525303
0xb8c77482e45f1f44de1745f52c74426c631bdd52,0x7262532ccfff292086a2cfa266d7dfbd0d807f98,0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,8.024E+20,0xda4f0f29637dfa0468479055b9ba53e02b9fc35ea2316b3e86b199acc72c194f,136,6525303
0xb8c77482e45f1f44de1745f52c74426c631bdd52,0x6b7995c5479e4cda7e6fa251a094bd7b7a0a1c1c,0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,1.16204E+19,0xaade84f19e6efabb997e307049e56899549be74ae84fbb458b9a6b68a807cecc,137,6525303
0xb8c77482e45f1f44de1745f52c74426c631bdd52,0x6ae830a19e69afaf091afe91e2cff06d43c54ed5,0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,6.69039E+19,0x18311370a14051c211f73bdacc8246a18cd9d1b4bcac2171b29542b56003db55,138,6525303
0xb8c77482e45f1f44de1745f52c74426c631bdd52,0x665d89d9f7116504be4885250ec82531f3575003,0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,2.317E+20,0x93e3d4eb139fc83994691b840b09654f2acb0a0d4ae61465c89603d7b96a7d50,140,6525303
0xb8c77482e45f1f44de1745f52c74426c631bdd52,0x60ceb6191c49634d1d62dbea64652b66550f3bba,0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,8.55658E+20,0x9b536a22648f8656df82c91f66100f14ec1dc1026fc3ad07ad8fb0f9a873d90b,141,6525303
0xb8c77482e45f1f44de1745f52c74426c631bdd52,0x5fbfd7b42c24d8e0b271af47b8ce0ecf0958295f,0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,3E+20,0x52645d30dc6c16e301cb91d101e5ac52fb5c823c302c1036a4bbe1e0e9c059fe,142,6525303
0xb8c77482e45f1f44de1745f52c74426c631bdd52,0x62011de4ed00e7bce285e5a7a0b2c0bad508f4e2,0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,3.92442E+19,0xff22c161b82d3b20ecf123df4f07d7bb06ebbc9e43811207e79fd43fee0004ec,143,6525303
0xb8c77482e45f1f44de1745f52c74426c631bdd52,0x5e26391a62a80c10cfc8ec0816c875021e87ff02,0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,2.505E+19,0xcf684ce65c8d472581034a7f6fb9990c68f1d69660fc6226a7796e2e25e4993e,145,6525303
0xb8c77482e45f1f44de1745f52c74426c631bdd52,0x5de4fe132f14de92dfae5158e453924d27b3c0a5,0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,1.00402E+20,0x88c49e287b916a6c44e7d8647fb77196d6795b9954631d2ec291de5d0b24a8b1,146,6525303
0xb8c77482e45f1f44de1745f52c74426c631bdd52,0x5d73911d489a9b0027138d0a6fd174ea712bc258,0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,4.9125E+18,0xe415aa60f9a3e8b8f7bb6d5174b9a4c611481fdd92af53c44d8e9c7ff5b7ffa2,147,6525303
0xb8c77482e45f1f44de1745f52c74426c631bdd52,0x5b9a15d8de20a6528d1d4a114b4d0b23138b0dc0,0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,1.9149E+19,0x278daf28a46fddd076dfe0285afd247e3a24e24ea9b49c10864ae41811cec503,150,6525303
0xb8c77482e45f1f44de1745f52c74426c631bdd52,0x5b8c7be52570505528e09703df5bd9ed21cf6515,0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,9.979E+19,0x36de14990154130c4596c937f78ed19fc3c6851c1ec0285d867d43043bc66b48,151,6525303
0xb8c77482e45f1f44de1745f52c74426c631bdd52,0x5b43137f96a48e996477298506b15666210087d3,0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,2.11493E+19,0xb499ede2307b0c6629e632ebf2c2b5aae56e7516ef1cc93c7300dd29e55a3d69,152,6525303
0xb8c77482e45f1f44de1745f52c74426c631bdd52,0x5952683292a5abae882e3a475550e1181ded0ea3,0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,1.206E+20,0x831c45ef766904aeac06128dbdeff759a6e0c15fc064abe281b798cce555439e,153,6525303
0xb8c77482e45f1f44de1745f52c74426c631bdd52,0x53dac77fad1e9b0d825335aed002dabd7a9501da,0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,6.49033E+20,0x4e82179f0f59dac10c15ce98599eb491ac09bff7a6c71687dd873f68daadef4e,154,6525303
0xb8c77482e45f1f44de1745f52c74426c631bdd52,0x4ecb223c03a1359c6e1894d1255570edd6a2ad9f,0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,5.58894E+19,0x80dd884ed55d4ee071f36222b1f3d36862a1f61aa7386227af88aafb5255ff73,156,6525303
0xb8c77482e45f1f44de1745f52c74426c631bdd52,0x4ebd1b212909f89d199989a17a530653e1c21489,0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,5.929E+19,0xac2375e012e48da59a4f8c804d5606548e7cf7478a7be9cc1bee7043c892a7b6,157,6525303
0xb8c77482e45f1f44de1745f52c74426c631bdd52,0x75d8ab577693a4f459265aa42c1e7febcdc7927c,0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,1.7E+18,0x6934940817f439b612e119d53974bb683ff33685007f77a85c7e6def1c5dbc0d,36,6525304
0xb8c77482e45f1f44de1745f52c74426c631bdd52,0x75e28410b5b7aef83f0cac03cb7013c143c4659c,0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,8E+18,0xe491caaf0939c48bedfa41455a02ed68300a691e8f56faee07da901c35fe6992,38,6525304
0xb8c77482e45f1f44de1745f52c74426c631bdd52,0x78a1f2f99742a3f469a7035aed71023ae92601d7,0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,5.61789E+19,0xfb52eedde6c276932279e32f3641a991cfdf5a7f048b5610be5349ac236ab840,40,6525304
0xb8c77482e45f1f44de1745f52c74426c631bdd52,0x4dbadc17d1c7eb3e8e4675efc03c7eb9619db92d,0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,3.452E+19,0xe6dea98e5fd5b7f2360503ce26aab4b14b30833637ff378f6195d51fa120a5a5,93,6525304
0x514910771af9ca656af840dff83e8264ecf986ca,0x99e9fdcc49e8a8aca7e0c2ff3accd563f019cfec,0x7fff0fc1fdc00d8b545bc3bf34237a0ff85550f4,6.17476E+22,0xe0eb2e08b649fa2504af34e4221900195b51110685934f9ebc8754a7864a9433,3,6525305
0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,0xf20b9e713a33f61fa38792d2afaf1cd30339126a,1.62268E+20,0x6d5a3de4bf0cdf49443179e66d3277f81742187b420adaee92fbab9584b80c92,30,6525305
0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,0xf20b9e713a33f61fa38792d2afaf1cd30339126a,0x3167cc146d228c6977dcbada380df926b39865b1,1.62268E+20,0x6d5a3de4bf0cdf49443179e66d3277f81742187b420adaee92fbab9584b80c92,34,6525305
0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,0xf20b9e713a33f61fa38792d2afaf1cd30339126a,2.02831E+20,0xff6bcd54e35ba15c130d6c2d2172b8ebd6428c6901871c5f3d9117a06924112a,48,6525305
0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,0xf20b9e713a33f61fa38792d2afaf1cd30339126a,0x8c2036ce61648fcddffb06d6d11fe0b479ed63fe,2.02831E+20,0xff6bcd54e35ba15c130d6c2d2172b8ebd6428c6901871c5f3d9117a06924112a,52,6525305
0xb8c77482e45f1f44de1745f52c74426c631bdd52,0x7bd4df3541a82df3535a21393e6f9085e052b82d,0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,1.28692E+19,0x7705b536c89798f521e1ab8a7d42f2a8b6a5b55ad31097dc1a222e2581c47447,74,6525305
0xb8c77482e45f1f44de1745f52c74426c631bdd52,0x7b1ba3eabe5ff25e91f28a39443b412e6824a557,0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,2.16221E+19,0x7bb350badf573942a38dc082055596268455824fdac8a34f7e8b60187b3b8209,79,6525305
0xdd974d5c2e2928dea5f71b9825b8b646686bd200,0x63825c174ab367968ec60f061753d3bbd36a0d8f,0x91a502c678605fbce581eae053319747482276b9,3.85245E+20,0xab9e0830c4061610f29a7b90ce458d864683995789a9eb4e9ce4e7072c8c52b4,131,6525305
0xdd974d5c2e2928dea5f71b9825b8b646686bd200,0x91a502c678605fbce581eae053319747482276b9,0x85c5c26dc2af5546341fc1988b9d178148b4838b,3.85245E+20,0xab9e0830c4061610f29a7b90ce458d864683995789a9eb4e9ce4e7072c8c52b4,133,6525305
0xdd974d5c2e2928dea5f71b9825b8b646686bd200,0x85c5c26dc2af5546341fc1988b9d178148b4838b,0xf20b9e713a33f61fa38792d2afaf1cd30339126a,3.85245E+20,0xf651083550848ded8d065dcb2de4b39e40fa34ffc1caef099ba12f7f709e37ed,138,6525305
0xdd974d5c2e2928dea5f71b9825b8b646686bd200,0xf20b9e713a33f61fa38792d2afaf1cd30339126a,0xcde79f10b689a716029d0edb54de78b1bbc14957,3.85245E+20,0xf651083550848ded8d065dcb2de4b39e40fa34ffc1caef099ba12f7f709e37ed,140,6525305
0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,0xcde79f10b689a716029d0edb54de78b1bbc14957,0xf20b9e713a33f61fa38792d2afaf1cd30339126a,1.22062E+20,0xf651083550848ded8d065dcb2de4b39e40fa34ffc1caef099ba12f7f709e37ed,141,6525305
0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,0xf20b9e713a33f61fa38792d2afaf1cd30339126a,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,1.22062E+20,0xf651083550848ded8d065dcb2de4b39e40fa34ffc1caef099ba12f7f709e37ed,145,6525305
0xd26114cd6ee289accf82350c8d8487fedb8a0c07,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,0x9f050bc566289fe08f9534eb8b5b7437071a85ca,4.31267E+21,0xddf6cb8c5e2e2f6d32c55267ab989f08173cbdcefc4ebadea47a9c01c366a6ee,17,6525306
0xb8c77482e45f1f44de1745f52c74426c631bdd52,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x2d00b1c9eba608ed6ff88e87c70f52b50f25f4a3,1.987E+19,0xd98505f0d171d7dd93bdb403caea2e8b6601e3b9dbcccd32cdae01f0ca6fe139,18,6525306
0x514910771af9ca656af840dff83e8264ecf986ca,0xd551234ae421e3bcba99a0da6d736074f22192ff,0xd6e1e7385ad23732feb6675b0d6828165a11afbd,3.6903E+21,0xd986e8f28661d4c374dc879ab3d544f7d5f6be28946554ee77b499544dc07952,19,6525306
0xe41d2489571d322189246dafa5ebde1f4699f498,0xd3e2ab7fec89bbc7896105eed2e898c4d04ec189,0xf1485e67f2e472b3024e083d58ce7704ad1a76ec,1.49216E+20,0x92d48a156fa2c33829f1a31d031b519f08505850df832aff9e4b0116d72c7c56,74,6525306
0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,0xf20b9e713a33f61fa38792d2afaf1cd30339126a,1.62264E+20,0x5dd8aa2c8937708c5e2f7c4a39e6e9e43461a82b2457436355af07dcf4da2181,24,6525307
0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,0xf20b9e713a33f61fa38792d2afaf1cd30339126a,0x3167cc146d228c6977dcbada380df926b39865b1,1.62264E+20,0x5dd8aa2c8937708c5e2f7c4a39e6e9e43461a82b2457436355af07dcf4da2181,28,6525307
0xe41d2489571d322189246dafa5ebde1f4699f498,0xead6be34ce315940264519f250d8160f369fa5cd,0xaece04eab13084177ad5f42188eb0a37d0ca85f5,9.28769E+21,0x4b8c4a28fdbacf5711a8661257d7cbb987a08c18ec85e39e1ef7ae2e967ecae1,2,6525308
0xe41d2489571d322189246dafa5ebde1f4699f498,0xd214a2d9423cd897062029830776ca50c0b41663,0xd9e76aeb0c90cbaaa58a736cd668d4327ae1eea0,6.195E+20,0xaacff74f7c40e44ebd5195614228ea5f0f402303b371e5c275d914bb2ce02290,14,6525309
0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,0xc04b5a4556d00bca8eac5f5acca31981a6597409,0xf20b9e713a33f61fa38792d2afaf1cd30339126a,7.38372E+20,0xdd21214e06684777c300d78d6c28d05ecb05982a1d81e1b65a05a823f73497d8,26,6525310
0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,0xf20b9e713a33f61fa38792d2afaf1cd30339126a,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,7.38372E+20,0xdd21214e06684777c300d78d6c28d05ecb05982a1d81e1b65a05a823f73497d8,30,6525310
0xb8c77482e45f1f44de1745f52c74426c631bdd52,0xa99e93763f46fb84fe98d1f209c345e862a1875e,0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,1.7172E+20,0xd99133f84e856d7adebccf63c546ee477add544675fb0cecb0d5092f2cd72d5d,101,6525310
0xb8c77482e45f1f44de1745f52c74426c631bdd52,0xa90bc406be35302d1f536454257d49d65ed266f0,0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,2.5862E+19,0xf1295071b06e17ad7e61ee21ed790e195942ed3a09371a9260d7c08950f83eab,102,6525310
0xb8c77482e45f1f44de1745f52c74426c631bdd52,0xa78752d57ae17de424e28d966c0a758e6df8111c,0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,1.60058E+20,0xfc4199a8a9dffb3c3d7af27417322a428dc13b86dce719794950727e7d1a41cf,103,6525310
0xb8c77482e45f1f44de1745f52c74426c631bdd52,0x9fdfc495223e73e0a97e0ad20027b532afd7c133,0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,4.482E+19,0x8a49c3fa45fb0ed4c27a2bad6189468dd6a47efd6b0c179a481dfdfa7545de0e,108,6525310
0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,0xf20b9e713a33f61fa38792d2afaf1cd30339126a,1.62258E+20,0x83292389e3329724e70ba9ccfcddc49c8758f1212c075561a0ab9823703fbc8a,16,6525311
0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,0xf20b9e713a33f61fa38792d2afaf1cd30339126a,0x8c2036ce61648fcddffb06d6d11fe0b479ed63fe,1.62258E+20,0x83292389e3329724e70ba9ccfcddc49c8758f1212c075561a0ab9823703fbc8a,20,6525311
0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,0xf20b9e713a33f61fa38792d2afaf1cd30339126a,2.01775E+20,0x0dfba447b19d2ff2fc00824ca0e17426acbacc3fd77d3c6d7ef0467450e3cd80,53,6525311
0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,0xf20b9e713a33f61fa38792d2afaf1cd30339126a,0x8c2036ce61648fcddffb06d6d11fe0b479ed63fe,2.01775E+20,0x0dfba447b19d2ff2fc00824ca0e17426acbacc3fd77d3c6d7ef0467450e3cd80,57,6525311
0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,0xf20b9e713a33f61fa38792d2afaf1cd30339126a,1.62268E+20,0xd589d492ce7a57e157166d2971dfa933e3a798525d63a940328d55f2080a9f0d,27,6525313
0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,0xf20b9e713a33f61fa38792d2afaf1cd30339126a,0x3167cc146d228c6977dcbada380df926b39865b1,1.62268E+20,0xd589d492ce7a57e157166d2971dfa933e3a798525d63a940328d55f2080a9f0d,31,6525313
0xb8c77482e45f1f44de1745f52c74426c631bdd52,0xb0c543b8519f774209be0aee5c903d55a3290b32,0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,4.24916E+19,0xc85356b70b0b7309694b7a75f4c0b3d3303805e05837c96a97631d50bce87a27,67,6525313
0xb8c77482e45f1f44de1745f52c74426c631bdd52,0xaf53dfe419f78176bd2dca576422e622f92b831a,0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,7.56068E+18,0x5add80ae54cb5c8cfa82c738044fee29e0813115caf50c1aae8f010b386a498e,68,6525313
0xb8c77482e45f1f44de1745f52c74426c631bdd52,0xab4c0d4d1db53f38a8cc5e4e1438e9928972d90d,0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,3.923E+19,0x12d5f00243f0fdc1d44f89196942ac7f2d727884564acbb071af3660bff17f32,69,6525313
0xb8c77482e45f1f44de1745f52c74426c631bdd52,0xa11fc5653579fb4c1919a6376a15dbf59fcddc11,0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,1.9979E+20,0x8084328a29ea7e137facdb53868acb8a8927a91205f71dca82cb19acd1a9064a,171,6525313
0xb8c77482e45f1f44de1745f52c74426c631bdd52,0xa3da190b53cc25af2255b58cc8bb35c385dbbf68,0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,1.58904E+19,0x8fa696251ff4bc7310b8e777118572500745609cf9e426c30bc4bce3d153b2f6,172,6525313
0xb8c77482e45f1f44de1745f52c74426c631bdd52,0xa0b3c19a2acbb53a9c6d01b9e6df074c5d7bb8c8,0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,2.82692E+19,0x62e7c33078918737b0c5a1249bebf8744594d5b85b12c5d0d09237b611dbe458,173,6525313
0xb8c77482e45f1f44de1745f52c74426c631bdd52,0x9940b7cc4d6b269d7cb2ff250deb267f85fd9a2e,0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,6.09899E+18,0x862e791680859ff612a7aaf3f4b064202305afc8a5d3e8e4ba7526299e74b90c,60,6525314
0xb8c77482e45f1f44de1745f52c74426c631bdd52,0x9fc9b5cda71bd1a49e71f36ff1225b2410e7f2c4,0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,6.53511E+19,0x76a40a594ef21286fd819c7500a99fc8178424f065b233fab0d3242cbfec145b,67,6525314
0xb8c77482e45f1f44de1745f52c74426c631bdd52,0x8cf9a4ae69a2bab645869ddd72c100d2bc15354f,0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,7.73111E+19,0xa60074e8ddfd9439063951d56655d9198be2fb4c60090bec5e7a5d5d68a10f7c,68,6525314
